Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
17,Middle Africa,2010,GDP in constant 2010 prices (millions of US dollars),"190,087",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2015,GDP in constant 2010 prices (millions of US dollars),"238,018",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2017,GDP in constant 2010 prices (millions of US dollars),"236,230",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2018,GDP in constant 2010 prices (millions of US dollars),"236,828",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2019,GDP in constant 2010 prices (millions of US dollars),"238,669",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,1995,GDP real rates of growth (percent),6.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2005,GDP real rates of growth (percent),9.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2010,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2015,GDP real rates of growth (percent),2.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2017,GDP real rates of growth (percent),0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2018,GDP real rates of growth (percent),0.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
17,Middle Africa,2019,GDP real rates of growth (percent),0.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,1995,GDP in current prices (millions of US dollars),"168,902",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2005,GDP in current prices (millions of US dollars),"279,461",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2010,GDP in current prices (millions of US dollars),"406,125",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2015,GDP in current prices (millions of US dollars),"349,554",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2017,GDP in current prices (millions of US dollars),"385,996",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2018,GDP in current prices (millions of US dollars),"407,504",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2019,GDP in current prices (millions of US dollars),"389,192",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,1995,GDP per capita (US dollars),"3,566",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2005,GDP per capita (US dollars),"5,114",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2010,GDP per capita (US dollars),"6,956",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2015,GDP per capita (US dollars),"5,550",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2017,GDP per capita (US dollars),"5,954",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2018,GDP per capita (US dollars),"6,199",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2019,GDP per capita (US dollars),"5,841",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,1995,GDP in constant 2010 prices (millions of US dollars),"190,367",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2005,GDP in constant 2010 prices (millions of US dollars),"265,061",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2010,GDP in constant 2010 prices (millions of US dollars),"310,265",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2015,GDP in constant 2010 prices (millions of US dollars),"349,554",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2017,GDP in constant 2010 prices (millions of US dollars),"356,548",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2018,GDP in constant 2010 prices (millions of US dollars),"359,951",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2019,GDP in constant 2010 prices (millions of US dollars),"360,886",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,1995,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2005,GDP real rates of growth (percent),5.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2010,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2015,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2017,GDP real rates of growth (percent),1.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2018,GDP real rates of growth (percent),1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
18,Southern Africa,2019,GDP real rates of growth (percent),0.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,1995,GDP in current prices (millions of US dollars),"105,222",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,2005,GDP in current prices (millions of US dollars),"263,290",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,2010,GDP in current prices (millions of US dollars),"508,140",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,2015,GDP in current prices (millions of US dollars),"684,508",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,2017,GDP in current prices (millions of US dollars),"595,300",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
11,Western Africa,2018,GDP in current prices (millions of US dollars),"665,760",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
